Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Game
12018,Heavenly Guardian,Wii,2007,Shooter,505 Games,0.06,0.0,0.0,0.0,0.07,Heavenly Guardian
12019,Cut the Rope,3DS,2014,Puzzle,Activision,0.06,0.0,0.0,0.01,0.07,Cut the Rope
12020,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS,2010,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!
12021,Crimson Sea 2,PS2,2004,Action,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,Crimson Sea 2
12022,The Legend of Heroes: Trails in the Sky First Chapter,PSV,2015,Role-Playing,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,The Legend of Heroes: Trails in the Sky First Chapter
12023,Pizza Delivery Boy,Wii,2010,Simulation,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,Pizza Delivery Boy
12024,Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,2013,Action,FuRyu,0.0,0.0,0.07,0.0,0.07,Doraemon: Nobita to Himitsu Dougu Hakubutsukan
12025,Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,DS,2008,Adventure,Alchemist,0.0,0.0,0.07,0.0,0.07,Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari
12026,IA/VT Colorful,PSV,2015,Misc,Marvelous Entertainment,0.0,0.0,0.07,0.0,0.07,IA/VT Colorful
12027,AMF Bowling Pinbusters!,DS,2008,Sports,Vir2L Studios,0.06,0.0,0.0,0.0,0.07,AMF Bowling Pinbusters!
12028,Operation: Vietnam,DS,2007,Shooter,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,Operation: Vietnam
12029,Alpha and Omega,DS,2010,Action,Unknown,0.06,0.0,0.0,0.0,0.07,Alpha and Omega
12030,Port Royale 3,PS3,2007,Simulation,Kalypso Media,0.06,0.0,0.0,0.01,0.07,Port Royale 3
12031,RayStorm,PS,1997,Shooter,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,RayStorm
12032,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GC,2005,Platform,Ubisoft,0.05,0.01,0.0,0.0,0.07,Disney's Winnie the Pooh's Rumbly Tumbly Adventure
12033,Jake Power: Handyman,DS,2008,Adventure,Ubisoft,0.06,0.0,0.0,0.0,0.07,Jake Power: Handyman
12034,My Dress-Up,DS,2008,Misc,Oxygen Interactive,0.06,0.01,0.0,0.01,0.07,My Dress-Up
12035,Circuit Breakers,PS,1998,Racing,Mindscape,0.04,0.03,0.0,0.0,0.07,Circuit Breakers
12036,Trick DS-han: Kakushi Kami no Sumukan,DS,2010,Misc,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,Trick DS-han: Kakushi Kami no Sumukan
12037,Catwoman,GC,2004,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07,Catwoman
12038,Colosseum: Road to Freedom,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,Colosseum: Road to Freedom
12039,Ultimate Board Game Collection,PSP,2007,Misc,Xplosiv,0.06,0.0,0.0,0.01,0.07,Ultimate Board Game Collection
12040,Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07,Target: Terror
12041,BeatMania,PS2,2006,Simulation,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,BeatMania
12042,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,2006,Action,Banpresto,0.0,0.0,0.07,0.0,0.07,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!
12043,Sprint Cars: Road to Knoxville,PS2,2005,Racing,THQ,0.03,0.03,0.0,0.01,0.07,Sprint Cars: Road to Knoxville
12044,Shrek's Carnival Craze Party Games,PS2,2008,Misc,Activision,0.03,0.03,0.0,0.01,0.07,Shrek's Carnival Craze Party Games
12045,Real Time Conflict: Shogun Empires,DS,2005,Strategy,Namco Bandai Games,0.06,0.0,0.0,0.0,0.07,Real Time Conflict: Shogun Empires
12046,Dream Dance & Cheer,Wii,2009,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.07,Dream Dance & Cheer
12047,Silpheed: The Lost Planet,PS2,2000,Shooter,Swing! Entertainment,0.03,0.03,0.0,0.01,0.07,Silpheed: The Lost Planet
12048,Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.05,0.0,0.01,0.07,Enemy Front
12049,Assassin's Creed: Rogue,PC,2015,Action,Ubisoft,0.04,0.02,0.0,0.01,0.07,Assassin's Creed: Rogue
12050,Billy's Boot Camp: Wii de Enjoy Diet!,Wii,2011,Sports,Rocket Company,0.0,0.0,0.07,0.0,0.07,Billy's Boot Camp: Wii de Enjoy Diet!
12051,Spartan: Total Warrior,GC,2005,Action,Sega,0.05,0.01,0.0,0.0,0.07,Spartan: Total Warrior
12052,Pitfall: The Lost Expedition,XB,2004,Platform,Activision,0.05,0.01,0.0,0.0,0.07,Pitfall: The Lost Expedition
12053,Fantastic Four,PS,1997,Action,Acclaim Entertainment,0.04,0.03,0.0,0.0,0.07,Fantastic Four
12054,Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2,2007,Adventure,Alchemist,0.0,0.0,0.07,0.0,0.07,Higurashi no Naku Koro ni Matsuri: Kakera Asobi
12055,Tournament of Legends,Wii,2010,Fighting,Sega,0.04,0.02,0.0,0.01,0.07,Tournament of Legends
12056,Xbox Live Arcade Unplugged Volume 1,X360,2006,Misc,Microsoft Game Studios,0.05,0.01,0.0,0.01,0.07,Xbox Live Arcade Unplugged Volume 1
12057,River City Ransom EX,GBA,2004,Action,Atlus,0.05,0.02,0.0,0.0,0.07,River City Ransom EX
12058,San Goku Shi Taisen Ten,DS,2008,Strategy,Sega,0.0,0.0,0.07,0.0,0.07,San Goku Shi Taisen Ten
12059,Generator Rex: Agent of Providence,DS,2011,Action,Activision,0.05,0.01,0.0,0.01,0.07,Generator Rex: Agent of Providence
12060,Dynasty Warriors 8: Empires,XOne,2014,Action,Tecmo Koei,0.04,0.02,0.0,0.01,0.07,Dynasty Warriors 8: Empires
12061,Fairy Tail: Zelef Kakusei,PSP,2012,Action,Unknown,0.0,0.0,0.07,0.0,0.07,Fairy Tail: Zelef Kakusei
12062,Strike Point,PS,1996,Simulation,Elite,0.04,0.03,0.0,0.0,0.07,Strike Point
12063,Crazy Taxi 2,DC,2001,Racing,Sega,0.0,0.0,0.07,0.0,0.07,Crazy Taxi 2
12064,Dragon Slayer: The Legend of Heroes,SNES,1992,Role-Playing,Epoch,0.0,0.0,0.07,0.0,0.07,Dragon Slayer: The Legend of Heroes
12065,Tank! Tank! Tank!,WiiU,2012,Action,Namco Bandai Games,0.02,0.01,0.05,0.0,0.07,Tank! Tank! Tank!
12066,My Horse & Me: Riding for Gold,DS,2008,Sports,Atari,0.05,0.01,0.0,0.01,0.07,My Horse & Me: Riding for Gold
12067,Street Fighter II': Special Champion Edition (JP weekly sales),GEN,1993,Action,Capcom,0.0,0.0,0.07,0.0,0.07,Street Fighter II': Special Champion Edition (JP weekly sales)
12068,Command & Conquer 3: Tiberium Wars,PC,2007,Strategy,Electronic Arts,0.0,0.06,0.0,0.01,0.07,Command & Conquer 3: Tiberium Wars
12069,Tom and Jerry in War of the Whiskers,GC,2003,Fighting,NewKidCo,0.05,0.01,0.0,0.0,0.07,Tom and Jerry in War of the Whiskers
12070,Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Keroro RPG: Kishi to Musha to Densetsu no Kaizoku
12071,Famicom Mini: Wrecking Crew,GBA,2004,Puzzle,Nintendo,0.0,0.0,0.07,0.0,0.07,Famicom Mini: Wrecking Crew
12072,Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3DS,2014,Action,Nippon Columbia,0.0,0.0,0.07,0.0,0.07,Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!
12073,Divinity: Original Sin,XOne,2015,Role-Playing,Focus Home Interactive,0.04,0.02,0.0,0.01,0.07,Divinity: Original Sin
12074,Suzumiya Haruhi no Gekidou,Wii,2009,Adventure,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,Suzumiya Haruhi no Gekidou
12075,Classic Action: Devilish,DS,2005,Misc,505 Games,0.06,0.0,0.0,0.0,0.07,Classic Action: Devilish
12076,Jackass the Game DS,DS,2008,Action,Empire Interactive,0.06,0.0,0.0,0.01,0.07,Jackass the Game DS
12077,Space Hulk: Vengeance of the Blood Angels,PS,1995,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07,Space Hulk: Vengeance of the Blood Angels
12078,Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07,Toy Soldiers: War Chest
12079,Robot Alchemic Drive,PS2,2002,Action,Enix Corporation,0.03,0.03,0.0,0.01,0.07,Robot Alchemic Drive
12080,Motor Toon Grand Prix (Japan),PS,1994,Racing,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.07,Motor Toon Grand Prix (Japan)
12081,Dino Master: Dig Discover Duel,DS,2005,Strategy,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,Dino Master: Dig Discover Duel
12082,Ken to Mahou to Gakuen Mono. 3,PS3,2010,Role-Playing,Acquire,0.0,0.0,0.07,0.0,0.07,Ken to Mahou to Gakuen Mono. 3
12083,Hikaru no Go: Heian Gensou Ibunroku,PS,2002,Adventure,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.07,Hikaru no Go: Heian Gensou Ibunroku
12084,Godzilla (2014),PS3,2014,Action,Namco Bandai Games,0.0,0.01,0.06,0.0,0.07,Godzilla (2014)
12085,Dynasty Warriors DS: Fighter's Battle,DS,2007,Action,Tecmo Koei,0.04,0.0,0.03,0.0,0.07,Dynasty Warriors DS: Fighter's Battle
12086,Samurai Shodown,NG,1993,Fighting,SNK,0.0,0.0,0.07,0.0,0.07,Samurai Shodown
12087,OverBlood 2,PS,1998,Action,Evolution Games,0.0,0.0,0.06,0.0,0.07,OverBlood 2
12088,Fighter Maker 2,PS2,2002,Fighting,Enterbrain,0.03,0.03,0.0,0.01,0.07,Fighter Maker 2
12089,Lifeline,PS2,2003,Adventure,Sony Computer Entertainment,0.03,0.03,0.0,0.01,0.07,Lifeline
12090,Dragon Valor,PS,1999,Role-Playing,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,Dragon Valor
12091,Judie no Atelier: Guramnat no Renkinjutsushi,PS2,2002,Role-Playing,Gust,0.0,0.0,0.07,0.0,0.07,Judie no Atelier: Guramnat no Renkinjutsushi
12092,NHL 2005,GC,2004,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07,NHL 2005
12093,Midway Arcade Treasures 3,GC,2005,Misc,Midway Games,0.05,0.01,0.0,0.0,0.07,Midway Arcade Treasures 3
12094,Moshi Monsters: Katsuma Unleashed,3DS,2013,Action,Activision,0.03,0.04,0.0,0.0,0.07,Moshi Monsters: Katsuma Unleashed
12095,Firefighter F.D.18,PS2,2004,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,Firefighter F.D.18
12096,Resident Evil 5,PC,2009,Action,Capcom,0.01,0.04,0.0,0.01,0.07,Resident Evil 5
12097,Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,0.05,0.02,0.0,0.01,0.07,Secret Files: Tunguska
12098,DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,DS,2008,Adventure,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage
12099,Pro Yaky? Spirits 2014,PSV,2014,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,Pro Yaky? Spirits 2014
12100,Mega Man X4,SAT,1997,Action,Capcom,0.0,0.0,0.07,0.0,0.07,Mega Man X4
12101,Family Trainer: Treasure Adventure,Wii,2010,Sports,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07,Family Trainer: Treasure Adventure
12102,GRID 2,PC,2013,Racing,Codemasters,0.0,0.06,0.0,0.01,0.07,GRID 2
12103,Power Pro GB,GB,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,Power Pro GB
12104,Sudoku Fever,GBA,2006,Puzzle,Take-Two Interactive,0.05,0.02,0.0,0.0,0.07,Sudoku Fever
12105,Grand Ages: Medieval,PS4,2015,Strategy,Kalypso Media,0.0,0.05,0.01,0.01,0.07,Grand Ages: Medieval
12106,The Putter Golf,PS,2001,Sports,D3Publisher,0.04,0.03,0.0,0.0,0.07,The Putter Golf
12107,Monster High: New Ghoul in School,PS3,2015,Action,Little Orbit,0.0,0.06,0.0,0.01,0.07,Monster High: New Ghoul in School
12108,The Powerpuff Girls: Relish Rampage,GC,2002,Action,BAM! Entertainment,0.05,0.01,0.0,0.0,0.07,The Powerpuff Girls: Relish Rampage
12109,Super Real Mahjong Graffiti,SAT,1995,Misc,Seta Corporation,0.0,0.0,0.07,0.0,0.07,Super Real Mahjong Graffiti
12110,Alan Wake,PC,2012,Action,Nordic Games,0.0,0.06,0.0,0.01,0.07,Alan Wake
12111,Ninja Warriors,SNES,1993,Action,Titus,0.0,0.0,0.07,0.0,0.07,Ninja Warriors
12112,Army Men: RTS,GC,2004,Strategy,Global Star,0.05,0.01,0.0,0.0,0.07,Army Men: RTS
12113,Zettai Onkan Otoda Master,DS,2007,Role-Playing,Hudson Soft,0.0,0.0,0.07,0.0,0.07,Zettai Onkan Otoda Master
12114,Basketball Hall of Fame Ultimate Hoops Challenge,Wii,2010,Sports,Zoo Games,0.06,0.0,0.0,0.0,0.07,Basketball Hall of Fame Ultimate Hoops Challenge
12115,Dragoneer's Aria,PSP,2007,Role-Playing,Tecmo Koei,0.02,0.0,0.05,0.0,0.07,Dragoneer's Aria
12116,TigerShark,PS,1997,Simulation,GT Interactive,0.04,0.03,0.0,0.0,0.07,TigerShark
12117,Lost Heroes 2,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Lost Heroes 2
12118,Norse by Norsewest: The Return of the Lost Vikings,PS,1997,Action,Interplay,0.04,0.03,0.0,0.0,0.07,Norse by Norsewest: The Return of the Lost Vikings
12119,Just Dance: Disney Party 2,XOne,2015,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07,Just Dance: Disney Party 2
12120,N+,DS,2007,Platform,Atari,0.06,0.0,0.0,0.0,0.07,N+
12121,Sega Soccer Slam,GC,2002,Sports,Sega,0.05,0.01,0.0,0.0,0.07,Sega Soccer Slam
12122,Obscure,PS2,2004,Adventure,Microids,0.03,0.03,0.0,0.01,0.07,Obscure
12123,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,2008,Role-Playing,Takara Tomy,0.0,0.0,0.07,0.0,0.07,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei
12124,Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,2007,Action,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,Shin Lucky * Star: Moe Drill ~Tabidachi~
12125,Mario Tennis,Wii,2010,Sports,Nintendo,0.0,0.06,0.0,0.01,0.07,Mario Tennis
12126,Cartoon Network: Punch Time Explosion XL,PS3,2011,Fighting,Crave Entertainment,0.06,0.0,0.0,0.0,0.07,Cartoon Network: Punch Time Explosion XL
12127,DefCon 5,PS,1995,Shooter,Psygnosis,0.04,0.03,0.0,0.0,0.07,DefCon 5
12128,Lost in Blue 2,DS,2007,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0.0,0.07,Lost in Blue 2
12129,Build-A-Bear Workshop: Friendship Valley,Wii,2007,Misc,Unknown,0.06,0.0,0.0,0.0,0.07,Build-A-Bear Workshop: Friendship Valley
12130,Secret Service: Ultimate Sacrifice,PS2,2008,Action,Activision,0.03,0.03,0.0,0.01,0.07,Secret Service: Ultimate Sacrifice
12131,Alex Rider: Stormbreaker,DS,2007,Action,THQ,0.06,0.0,0.0,0.0,0.07,Alex Rider: Stormbreaker
12132,Deep Labyrinth,DS,2006,Action,505 Games,0.06,0.0,0.0,0.0,0.07,Deep Labyrinth
12133,Tropix,DS,2008,Puzzle,Capcom,0.06,0.0,0.0,0.0,0.07,Tropix
12134,Nichibeikan Pro Yakyuu: Final League,PS2,2002,Sports,SquareSoft,0.0,0.0,0.07,0.0,0.07,Nichibeikan Pro Yakyuu: Final League
12135,Resident Evil 6,PS4,2016,Shooter,Capcom,0.05,0.0,0.0,0.01,0.07,Resident Evil 6
12136,Hammerin' Hero,PSP,2008,Action,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07,Hammerin' Hero
12137,Yoostar on MTV,X360,2007,Misc,Unknown,0.06,0.0,0.0,0.0,0.07,Yoostar on MTV
12138,Spawn: Armageddon,GC,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07,Spawn: Armageddon
12139,God Hand,PS2,2006,Action,Capcom,0.0,0.0,0.07,0.0,0.07,God Hand
12140,Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,2006,Action,505 Games,0.0,0.0,0.07,0.0,0.07,Shin Chan: Las Nuevas Aventuras Para Wii!
12141,Challenge Me: Brain Puzzles 2,Wii,2010,Puzzle,O-Games,0.0,0.06,0.0,0.01,0.07,Challenge Me: Brain Puzzles 2
12142,The Tale of Despereaux,DS,2008,Platform,Brash Entertainment,0.06,0.0,0.0,0.0,0.07,The Tale of Despereaux
12143,Legends of Wrestling II,GBA,2002,Fighting,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,Legends of Wrestling II
12144,Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision,0.06,0.0,0.0,0.01,0.07,Tony Hawk's Pro Skater 5
12145,Fatal Fury: Battle Archives Volume 2,PS2,2007,Fighting,SNK Playmore,0.03,0.03,0.0,0.01,0.07,Fatal Fury: Battle Archives Volume 2
12146,Jurassic Park: Operation Genesis,XB,2003,Simulation,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,Jurassic Park: Operation Genesis
12147,Transformer: Rise of the Dark Spark (3DS),3DS,2014,Role-Playing,Activision,0.05,0.01,0.0,0.01,0.07,Transformer: Rise of the Dark Spark (3DS)
12148,Freddi Fish: Kelp Seed Mystery,Wii,2008,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,Freddi Fish: Kelp Seed Mystery
12149,Ragnarok: Hikari to Yami no Koujo,PSP,2011,Role-Playing,GungHo,0.02,0.0,0.05,0.0,0.07,Ragnarok: Hikari to Yami no Koujo
12150,FIFA Soccer 06,GBA,2005,Sports,Electronic Arts,0.05,0.02,0.0,0.0,0.07,FIFA Soccer 06
12151,RedCard 20-03,PS2,2002,Sports,Midway Games,0.03,0.03,0.0,0.01,0.07,RedCard 20-03
12152,James Bond 007: Blood Stone,DS,2010,Shooter,Activision,0.05,0.01,0.0,0.0,0.07,James Bond 007: Blood Stone
12153,Imagine: Gymnast,DS,2008,Simulation,Ubisoft,0.05,0.01,0.0,0.0,0.07,Imagine: Gymnast
12154,Kanji Sonomama DS Rakubiki Jiten,DS,2006,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07,Kanji Sonomama DS Rakubiki Jiten
12155,Future Tactics: The Uprising,PS2,2004,Strategy,Crave Entertainment,0.03,0.03,0.0,0.01,0.07,Future Tactics: The Uprising
12156,Driver: Parallel Lines,XB,2006,Racing,Atari,0.05,0.01,0.0,0.0,0.07,Driver: Parallel Lines
12157,Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,Cities XL 2012
12158,Pipe Mania,PSP,2008,Puzzle,Empire Interactive,0.06,0.0,0.0,0.01,0.07,Pipe Mania
12159,everGirl,GBA,2005,Adventure,THQ,0.05,0.02,0.0,0.0,0.07,everGirl
12160,Heroes Phantasia,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,Heroes Phantasia
12161,Prince of Persia: The Fallen King,DS,2008,Action,Ubisoft,0.06,0.01,0.0,0.01,0.07,Prince of Persia: The Fallen King
12162,Jewels of the Ages,DS,2011,Puzzle,City Interactive,0.03,0.03,0.0,0.01,0.07,Jewels of the Ages
12163,The Book of Unwritten Tales 2,PS4,2015,Adventure,Nordic Games,0.0,0.06,0.0,0.01,0.07,The Book of Unwritten Tales 2
12164,Batman: Rise of Sin Tzu,GBA,2003,Action,Ubisoft,0.05,0.02,0.0,0.0,0.07,Batman: Rise of Sin Tzu
12165,Chuugaku Eitango Target 1800 DS,DS,2006,Misc,IE Institute,0.0,0.0,0.07,0.0,0.07,Chuugaku Eitango Target 1800 DS
12166,Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,2015,Action,FuRyu,0.0,0.0,0.07,0.0,0.07,Future Card Buddy Fight: Yuujou no Bakunetsu Fight
12167,World Racing,XB,2003,Racing,TDK Mediactive,0.05,0.01,0.0,0.0,0.07,World Racing
12168,Major League Baseball 2K10,PSP,2010,Sports,Take-Two Interactive,0.06,0.0,0.0,0.0,0.07,Major League Baseball 2K10
12169,Penguins of Madagascar,3DS,2014,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.07,Penguins of Madagascar
12170,Disney's Party,GBA,2003,Misc,Hudson Entertainment,0.05,0.02,0.0,0.0,0.07,Disney's Party
12171,Rapala Pro Bass Fishing 2010,PSP,2010,Sports,Activision,0.06,0.0,0.0,0.01,0.07,Rapala Pro Bass Fishing 2010
12172,X-Men: The Official Game,GBA,2006,Action,Activision,0.05,0.02,0.0,0.0,0.07,X-Men: The Official Game
12173,Dreamer Series: Pop Star,DS,2009,Misc,Tivola,0.04,0.02,0.0,0.01,0.07,Dreamer Series: Pop Star
12174,Card Games,PS,2000,Misc,D3Publisher,0.04,0.03,0.0,0.0,0.07,Card Games
12175,My Amusement Park,DS,2010,Misc,Scholastic Inc.,0.06,0.0,0.0,0.0,0.07,My Amusement Park
12176,Mega Man: Battle & Chase,PS,1997,Racing,Capcom,0.0,0.0,0.06,0.0,0.07,Mega Man: Battle & Chase
12177,Winning Post 7 2010,PS3,2010,Sports,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,Winning Post 7 2010
12178,R-Type Command,PSP,2007,Strategy,Rising Star Games,0.05,0.0,0.01,0.01,0.07,R-Type Command
12179,Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.07,Age of Empires III: The Asian Dynasties
12180,Destrega,PS,1998,Fighting,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,Destrega
12181,Dungeon Maker II: The Hidden War,PSP,2007,Role-Playing,Global A Entertainment,0.06,0.0,0.0,0.01,0.07,Dungeon Maker II: The Hidden War
12182,The Final Round,PS,1996,Sports,Konami Digital Entertainment,0.04,0.03,0.0,0.0,0.07,The Final Round
12183,Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,Nobunaga no Yabou: Tendou with Power-Up Kit
12184,Transformer: Rise of the Dark Spark,WiiU,2014,Action,Activision,0.05,0.01,0.0,0.01,0.07,Transformer: Rise of the Dark Spark
12185,MAPLUS: Portable Navi,PSP,2006,Misc,Edia,0.0,0.0,0.07,0.0,0.07,MAPLUS: Portable Navi
12186,Rayman Arena,XB,2007,Racing,Unknown,0.05,0.01,0.0,0.0,0.07,Rayman Arena
12187,Brain Quest: Grades 3 & 4,DS,2008,Misc,Electronic Arts,0.06,0.0,0.0,0.01,0.07,Brain Quest: Grades 3 & 4
12188,Petz: Hamsterz Bunch,PSP,2009,Simulation,Ubisoft,0.06,0.0,0.0,0.01,0.07,Petz: Hamsterz Bunch
12189,The King of Fighters 02/03,PS2,2005,Fighting,SNK,0.03,0.03,0.0,0.01,0.07,The King of Fighters 02/03
12190,Kamen Rider: Dragon Knight,Wii,2009,Fighting,D3Publisher,0.06,0.0,0.0,0.0,0.07,Kamen Rider: Dragon Knight
12191,Army Men: Green Rogue,PS,2001,Action,3DO,0.04,0.02,0.0,0.0,0.07,Army Men: Green Rogue
12192,Centipede / Breakout / Warlords,GBA,2005,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,Centipede / Breakout / Warlords
12193,Lucian Bee's: Justice Yellow / Evil Violet,PS2,2010,Adventure,5pb,0.0,0.0,0.07,0.0,0.07,Lucian Bee's: Justice Yellow / Evil Violet
12194,Sly 2: Band of Thieves,PS3,2010,Platform,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,Sly 2: Band of Thieves
12195,Hyperdimension Neptunia Victory,PSV,2014,Role-Playing,Compile Heart,0.0,0.0,0.07,0.0,0.07,Hyperdimension Neptunia Victory
12196,Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,0.03,0.03,0.0,0.01,0.07,Armored Core: Nine Breaker
12197,Doraemon: Nobita no Shin Makai Daibouken DS,DS,2007,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07,Doraemon: Nobita no Shin Makai Daibouken DS
12198,SBK 2011: FIM Superbike World Championship,X360,2011,Racing,Black Bean Games,0.0,0.06,0.0,0.01,0.07,SBK 2011: FIM Superbike World Championship
12199,Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.02,0.0,0.05,0.0,0.07,Fairy Fencer F: Advent Dark Force
12200,Cabela's Big Game Hunter 2005 Adventures,GC,2004,Sports,Activision,0.05,0.01,0.0,0.0,0.07,Cabela's Big Game Hunter 2005 Adventures
12201,Worms 3D,GC,2003,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,Worms 3D
12202,Fantasy Aquarium World,Wii,2009,Simulation,Destineer,0.06,0.0,0.0,0.0,0.07,Fantasy Aquarium World
12203,Monster Tale,DS,2011,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,Monster Tale
12204,Tokobot,PSP,2005,Platform,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,Tokobot
12205,TRON: Evolution,PC,2010,Action,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.07,TRON: Evolution
12206,Gambler Densetsu Tetsuya,PS2,2001,Adventure,Athena,0.0,0.0,0.07,0.0,0.07,Gambler Densetsu Tetsuya
12207,The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.07,The Guided Fate Paradox
12208,Bleach: Hanatareshi Yabou,PS2,2006,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,Bleach: Hanatareshi Yabou
12209,Karaoke Revolution Party,XB,2005,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,Karaoke Revolution Party
12210,Cold Stone Creamery: Scoop It Up,Wii,2009,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.07,Cold Stone Creamery: Scoop It Up
12211,Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2,2006,Adventure,Aria,0.0,0.0,0.07,0.0,0.07,Yoake Yori Ruriiro na: Brighter than Dawning Blue
12212,Pandemonium 2,PS,1997,Platform,BMG Interactive Entertainment,0.04,0.02,0.0,0.0,0.07,Pandemonium 2
12213,MotorStorm RC,PSV,2012,Racing,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,MotorStorm RC
12214,National Geographic Challenge!,X360,2007,Misc,Unknown,0.06,0.0,0.0,0.0,0.07,National Geographic Challenge!
